EAN,SKU,Produkt,Variant,Storlek,Centra Antal,Centra COG (SEK),Centra Enhetskostnad,ES Antal,ES FIFO-värde (SEK),ES Snittkostnad,ES Källa,Antal Diff,Värde Diff (SEK),Värde Diff %,Möjlig Orsak
7340119343463,AW414-M,"M Kragö Wool Jersey","Black",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343470,AW414-M,"M Kragö Wool Jersey","Black",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343487,AW414-M,"M Kragö Wool Jersey","Black",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397015,AW414-M,"M Kragö Wool Jersey","Dark Mountain Red",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397022,AW414-M,"M Kragö Wool Jersey","Dark Mountain Red",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397039,AW414-M,"M Kragö Wool Jersey","Dark Mountain Red",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397046,AW414-M,"M Kragö Wool Jersey","Dark Mountain Red",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397053,AW414-M,"M Kragö Wool Jersey","Dark Mountain Red",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355237,AW414-M,"M Kragö Wool Jersey","Mole Sand",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355244,AW414-M,"M Kragö Wool Jersey","Mole Sand",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355251,AW414-M,"M Kragö Wool Jersey","Mole Sand",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391068,AW414-M,"M Kragö Wool Jersey","Navy Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391075,AW414-M,"M Kragö Wool Jersey","Navy Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391082,AW414-M,"M Kragö Wool Jersey","Navy Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391099,AW414-M,"M Kragö Wool Jersey","Navy Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396322,AW414-M,"M Kragö Wool Jersey","Navy Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391105,AW414-M,"M Kragö Wool Jersey","Off White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391112,AW414-M,"M Kragö Wool Jersey","Off White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391129,AW414-M,"M Kragö Wool Jersey","Off White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391136,AW414-M,"M Kragö Wool Jersey","Off White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396315,AW414-M,"M Kragö Wool Jersey","Off White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341780,AW414-M,"M Kragö Wool Jersey","Wood Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341797,AW414-M,"M Kragö Wool Jersey","Wood Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341803,AW414-M,"M Kragö Wool Jersey","Wood Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341810,AW414-M,"M Kragö Wool Jersey","Wood Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391143,VA0327,"M Norrvarg Grid Hood","Arctic Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391150,VA0327,"M Norrvarg Grid Hood","Arctic Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391167,VA0327,"M Norrvarg Grid Hood","Arctic Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391174,VA0327,"M Norrvarg Grid Hood","Arctic Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391181,VA0327,"M Norrvarg Grid Hood","Arctic Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394922,VA0327,"M Norrvarg Grid Hood","Blue Graphite",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394939,VA0327,"M Norrvarg Grid Hood","Blue Graphite",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394946,VA0327,"M Norrvarg Grid Hood","Blue Graphite",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394953,VA0327,"M Norrvarg Grid Hood","Blue Graphite",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394960,VA0327,"M Norrvarg Grid Hood","Blue Graphite",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391198,VA0327,"M Norrvarg Grid Hood","Ice Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391204,VA0327,"M Norrvarg Grid Hood","Ice Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391211,VA0327,"M Norrvarg Grid Hood","Ice Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391228,VA0327,"M Norrvarg Grid Hood","Ice Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391235,VA0327,"M Norrvarg Grid Hood","Ice Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387320,VA0277,"M Nulltjärn Hood","Almond White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387337,VA0277,"M Nulltjärn Hood","Almond White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387344,VA0277,"M Nulltjärn Hood","Almond White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387351,VA0277,"M Nulltjärn Hood","Almond White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387368,VA0277,"M Nulltjärn Hood","Almond White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387429,VA0277,"M Nulltjärn Hood","Fjord Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387436,VA0277,"M Nulltjärn Hood","Fjord Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387443,VA0277,"M Nulltjärn Hood","Fjord Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387450,VA0277,"M Nulltjärn Hood","Fjord Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387467,VA0277,"M Nulltjärn Hood","Fjord Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387375,VA0277,"M Nulltjärn Hood","Ink blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387382,VA0277,"M Nulltjärn Hood","Ink blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387399,VA0277,"M Nulltjärn Hood","Ink blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387405,VA0277,"M Nulltjärn Hood","Ink blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387412,VA0277,"M Nulltjärn Hood","Ink blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361214,AW214-M,"M Orust Wool Zip Jersey","Dark Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361221,AW214-M,"M Orust Wool Zip Jersey","Dark Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361238,AW214-M,"M Orust Wool Zip Jersey","Dark Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361245,AW214-M,"M Orust Wool Zip Jersey","Dark Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397312,VA0295,"M Rindö Wool Zip Jersey","Dark Mountain Red",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397329,VA0295,"M Rindö Wool Zip Jersey","Dark Mountain Red",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397336,VA0295,"M Rindö Wool Zip Jersey","Dark Mountain Red",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397343,VA0295,"M Rindö Wool Zip Jersey","Dark Mountain Red",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397350,VA0295,"M Rindö Wool Zip Jersey","Dark Mountain Red",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397268,VA0295,"M Rindö Wool Zip Jersey","Forest Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397275,VA0295,"M Rindö Wool Zip Jersey","Forest Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397282,VA0295,"M Rindö Wool Zip Jersey","Forest Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397299,VA0295,"M Rindö Wool Zip Jersey","Forest Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397305,VA0295,"M Rindö Wool Zip Jersey","Forest Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391242,VA0295,"M Rindö Wool Zip Jersey","Navy Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391259,VA0295,"M Rindö Wool Zip Jersey","Navy Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391266,VA0295,"M Rindö Wool Zip Jersey","Navy Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391273,VA0295,"M Rindö Wool Zip Jersey","Navy Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391280,VA0295,"M Rindö Wool Zip Jersey","Navy Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396339,VA0295,"M Rindö Wool Zip Jersey","Oak",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396346,VA0295,"M Rindö Wool Zip Jersey","Oak",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396353,VA0295,"M Rindö Wool Zip Jersey","Oak",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396360,VA0295,"M Rindö Wool Zip Jersey","Oak",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396377,VA0295,"M Rindö Wool Zip Jersey","Oak",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396490,VA0295,"M Rindö Wool Zip Jersey","Off White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396506,VA0295,"M Rindö Wool Zip Jersey","Off White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396513,VA0295,"M Rindö Wool Zip Jersey","Off White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396520,VA0295,"M Rindö Wool Zip Jersey","Off White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396537,VA0295,"M Rindö Wool Zip Jersey","Off White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119328392,SP85-M,"M Sandhamn Cotton Hood","Light Grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119328408,SP85-M,"M Sandhamn Cotton Hood","Light Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119328415,SP85-M,"M Sandhamn Cotton Hood","Light Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119328422,SP85-M,"M Sandhamn Cotton Hood","Light Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379677,VA0247,"M Skule Sweater","Blue Ashes",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379684,VA0247,"M Skule Sweater","Blue Ashes",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379691,VA0247,"M Skule Sweater","Blue Ashes",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379707,VA0247,"M Skule Sweater","Blue Ashes",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379714,VA0247,"M Skule Sweater","Blue Ashes",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379622,VA0247,"M Skule Sweater","Sand",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379639,VA0247,"M Skule Sweater","Sand",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379646,VA0247,"M Skule Sweater","Sand",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379653,VA0247,"M Skule Sweater","Sand",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379660,VA0247,"M Skule Sweater","Sand",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379776,VA0251,"M Sotenäs Sweater","Blue Ashes",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379783,VA0251,"M Sotenäs Sweater","Blue Ashes",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379790,VA0251,"M Sotenäs Sweater","Blue Ashes",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379806,VA0251,"M Sotenäs Sweater","Blue Ashes",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379813,VA0251,"M Sotenäs Sweater","Blue Ashes",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379721,VA0251,"M Sotenäs Sweater","Dusky Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379738,VA0251,"M Sotenäs Sweater","Dusky Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379745,VA0251,"M Sotenäs Sweater","Dusky Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379752,VA0251,"M Sotenäs Sweater","Dusky Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379769,VA0251,"M Sotenäs Sweater","Dusky Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393659,VA0333,"M Stenvidd Hood","Oyster White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393666,VA0333,"M Stenvidd Hood","Oyster White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393673,VA0333,"M Stenvidd Hood","Oyster White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393680,VA0333,"M Stenvidd Hood","Oyster White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393697,VA0333,"M Stenvidd Hood","Oyster White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393703,VA0333,"M Stenvidd Hood","Oyster White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391624,VA0333,"M Stenvidd Hood","Sky Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391631,VA0333,"M Stenvidd Hood","Sky Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391648,VA0333,"M Stenvidd Hood","Sky Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391655,VA0333,"M Stenvidd Hood","Sky Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391662,VA0333,"M Stenvidd Hood","Sky Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119329528,SP775-M,"M Styrsö Wool Zip Jersey","Black",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119329535,SP775-M,"M Styrsö Wool Zip Jersey","Black",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119329542,SP775-M,"M Styrsö Wool Zip Jersey","Black",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119329559,SP775-M,"M Styrsö Wool Zip Jersey","Black",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119356333,2017-2018AW,"U Hemavan Wool Beanie","Blueberry Blue",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354308,SP775-M,"M Styrsö Wool Zip Jersey","Navy blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354315,SP775-M,"M Styrsö Wool Zip Jersey","Navy blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354322,SP775-M,"M Styrsö Wool Zip Jersey","Navy blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361399,AW409-M,"M Östersund Wool Crew Neck","Forest Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361405,AW409-M,"M Östersund Wool Crew Neck","Forest Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361412,AW409-M,"M Östersund Wool Crew Neck","Forest Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361429,AW409-M,"M Östersund Wool Crew Neck","Forest Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361450,AW409-M,"M Östersund Wool Crew Neck","Stone Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361467,AW409-M,"M Östersund Wool Crew Neck","Stone Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119378595,VA0231,"M Tofta Swim Shorts","Sea Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119378601,VA0231,"M Tofta Swim Shorts","Sea Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119378618,VA0231,"M Tofta Swim Shorts","Sea Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354933,SP15-M,"M Marstrand T-Shirt","Ocean Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354940,SP15-M,"M Marstrand T-Shirt","Ocean Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354957,SP15-M,"M Marstrand T-Shirt","Ocean Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354964,SP15-M,"M Marstrand T-Shirt","Ocean Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119328484,SP15-M,"M Marstrand T-Shirt","White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119328491,SP15-M,"M Marstrand T-Shirt","White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119328507,SP15-M,"M Marstrand T-Shirt","White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341445,SP98-M,"M Skagen Active Tee","Captains Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341452,SP98-M,"M Skagen Active Tee","Captains Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341469,SP98-M,"M Skagen Active Tee","Captains Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341476,SP98-M,"M Skagen Active Tee","Captains Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119351246,SP98-M,"M Skagen Active Tee","Thunder Grey Melange",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119351253,SP98-M,"M Skagen Active Tee","Thunder Grey Melange",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119351260,SP98-M,"M Skagen Active Tee","Thunder Grey Melange",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119351277,SP98-M,"M Skagen Active Tee","Thunder Grey Melange",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379578,VA0249,"M Skagen Active Tee 2.0","Green Gables",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379585,VA0249,"M Skagen Active Tee 2.0","Green Gables",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379592,VA0249,"M Skagen Active Tee 2.0","Green Gables",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379608,VA0249,"M Skagen Active Tee 2.0","Green Gables",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379615,VA0249,"M Skagen Active Tee 2.0","Green Gables",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395073,VA0249,"M Skagen Active Tee 2.0","Mountain Red",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395080,VA0249,"M Skagen Active Tee 2.0","Mountain Red",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395097,VA0249,"M Skagen Active Tee 2.0","Mountain Red",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395103,VA0249,"M Skagen Active Tee 2.0","Mountain Red",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395110,VA0249,"M Skagen Active Tee 2.0","Mountain Red",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379523,VA0249,"M Skagen Active Tee 2.0","Oyster White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379530,VA0249,"M Skagen Active Tee 2.0","Oyster White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379547,VA0249,"M Skagen Active Tee 2.0","Oyster White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379554,VA0249,"M Skagen Active Tee 2.0","Oyster White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379561,VA0249,"M Skagen Active Tee 2.0","Oyster White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391570,VA0249,"M Skagen Active Tee 2.0","Ruby Red",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391587,VA0249,"M Skagen Active Tee 2.0","Ruby Red",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391594,VA0249,"M Skagen Active Tee 2.0","Ruby Red",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391600,VA0249,"M Skagen Active Tee 2.0","Ruby Red",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391617,VA0249,"M Skagen Active Tee 2.0","Ruby Red",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393413,VA0249,"M Skagen Active Tee 2.0","Silver Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393420,VA0249,"M Skagen Active Tee 2.0","Silver Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393437,VA0249,"M Skagen Active Tee 2.0","Silver Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393444,VA0249,"M Skagen Active Tee 2.0","Silver Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393451,VA0249,"M Skagen Active Tee 2.0","Silver Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384404,VA0249,"M Skagen Active Tee 2.0","Skyway Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384411,VA0249,"M Skagen Active Tee 2.0","Skyway Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384428,VA0249,"M Skagen Active Tee 2.0","Skyway Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384435,VA0249,"M Skagen Active Tee 2.0","Skyway Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384442,VA0249,"M Skagen Active Tee 2.0","Skyway Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395790,VA0249,"M Skagen Active Tee 2.0","Slate Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395806,VA0249,"M Skagen Active Tee 2.0","Slate Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395813,VA0249,"M Skagen Active Tee 2.0","Slate Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395820,VA0249,"M Skagen Active Tee 2.0","Slate Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119395837,VA0249,"M Skagen Active Tee 2.0","Slate Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119380130,VA0211,"M Åhus Long Sleeve Active Tee","Forest Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119380147,VA0211,"M Åhus Long Sleeve Active Tee","Forest Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119380154,VA0211,"M Åhus Long Sleeve Active Tee","Forest Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119380161,VA0211,"M Åhus Long Sleeve Active Tee","Forest Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119380178,VA0211,"M Åhus Long Sleeve Active Tee","Forest Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384299,VA0211,"M Åhus Long Sleeve Active Tee","Oyster White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
