EAN,SKU,Produkt,Variant,Storlek,Centra Antal,Centra COG (SEK),Centra Enhetskostnad,ES Antal,ES FIFO-värde (SEK),ES Snittkostnad,ES Källa,Antal Diff,Värde Diff (SEK),Värde Diff %,Möjlig Orsak
7340119343456,AW414-M,"M Kragö Wool Jersey","Black",S,6,2460,410,6,2460,410,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119355527,AW415-W,"W Mora Hybrid Pant","Dark Olive Green",XS,5,2050,410,5,2050,410,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356425,AW418,"U Vargön Wool Mittens","Black Granite",S/M,26,3302,127,26,3302,127,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356432,AW418,"U Vargön Wool Mittens","Black Granite",M/L,22,2794,127,22,2794,127,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119373316,AW418,"U Vargön Wool Mittens","Rust Orange",M/L,7,910,130,7,910,130,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119342510,AW419-W,"W Koster Long Wool Coat","Off White/Black",L,2,1240,620,2,1240,620,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119370353,VX0221,"U Kåsa Cap","Off White",One size,67,6981.4,104.2,67,6981.4,104.2,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356616,AW459-W,"W Duved Wool Anorak","Navy Blue",XS,1,360,360,1,360,360,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356630,AW459-W,"W Duved Wool Anorak","Navy Blue",M,1,360,360,1,360,360,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119371947,AW459-W,"W Duved Wool Anorak","Rust Orange",XS,5,2775,555,5,2775,555,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119350577,AW57-W,"W Haga Shirt Jacket","Ashley Blue",XS,1,375,375,1,375,375,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119373217,AW6000-U,"U Köpenhamn Knitted Beanie","City Black",One size,72,5328,74,72,5328,74,delivery,0,0,0,"Minimal avvikelse"
7340119383421,AW6000-U,"U Köpenhamn Knitted Beanie","Blue Ashes",One size,16,1184,74,16,1184,74,delivery,0,0,0,"Minimal avvikelse"
7340119356357,AW79,"U Blåsten Wool Cap","Grey with Green",One size,139,20155,145,139,20155,145,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356364,AW79,"U Blåsten Wool Cap","Grey with Orange",One size,5,725,145,5,725,145,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7350064221631,BAS301,"OrganoTex Spray-On Textile Waterproofing","500 ml",One size,17,1343,79,17,1343,79,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7350064221716,BAS311,"OrganoTex Wash-In Textile Waterproofing","500 ml",One size,12,1193,99.42,12,1193,99.42,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7350064221129,BAS367,"OrganoTex BioCare Sport Textil Wash","500 ml",One size,12,828,69,12,828,69,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7350064221167,BAS685,"OrganoTex BioCare Wool & Down Wash","500 ml",One size,22,1518,69,22,1518,69,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119351338,BAS7,"U Varg Wrist Gaiters","Grey mix",One size,40,3000,75,40,3000,75,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119340097,FW20-SP67-M,"M Åstol Baselayer Pant","Midnight Blue",S,15,2550,170,15,2550,170,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327807,SP84-W,"W Skrea Long Sleeve Tee","White",S,7,749,107,7,749,107,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119340646,SP105-M,"M Ingarö Shirt Jacket","Dark Blue",S,4,1680,420,4,1680,420,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119340592,SP12-U,"U Göteborg Rain Jacket","Chalk White",XS,9,4815,535,9,4815,535,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119340608,SP12-U,"U Göteborg Rain Jacket","Chalk White",S,15,8025,535,15,8025,535,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119340615,SP12-U,"U Göteborg Rain Jacket","Chalk White",M,1,535,535,1,535,535,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119340622,SP12-U,"U Göteborg Rain Jacket","Chalk White",L,1,535,535,1,535,535,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119324233,SP12-U,"U Göteborg Rain Jacket","Forest Green",XS,3,1350,450,3,1350,450,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327005,SP12-U,"U Göteborg Rain Jacket","Sun Yellow",XS,55,30745,559,55,30745,559,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327012,SP12-U,"U Göteborg Rain Jacket","Sun Yellow",S,9,5031,559,9,5031,559,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119328477,SP15-M,"M Marstrand T-Shirt","White",S,3,240,80,3,240,80,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119355336,SP21-71-W,"W Fårö Wool Skirt","Black",S,1,315,315,1,315,315,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119341520,SP22-W,"W Båstad Shorts","Phantom Black",XS,7,1666,238,7,1666,238,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119328354,SP24-M,"M Fjällbacka Cotton Jersey","Grey With Captains Blue",S,8,1320,165,8,1320,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119311660,SP24-M,"M Fjällbacka Cotton Jersey","Grey With Blue",S,11,1815,165,11,1815,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119324400,SP24-M,"M Fjällbacka Cotton Jersey","Grey With Green",S,6,990,165,6,990,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119324417,SP24-M,"M Fjällbacka Cotton Jersey","Grey With Green",M,14,2310,165,14,2310,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119324424,SP24-M,"M Fjällbacka Cotton Jersey","Grey With Green",L,2,330,165,2,330,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119311752,SP24-W,"W Fjällbacka Cotton Jersey","Grey with Blue",XS,18,2970,165,18,2970,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119311769,SP24-W,"W Fjällbacka Cotton Jersey","Grey with Blue",S,3,495,165,3,495,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327593,SP24-W,"W Fjällbacka Cotton Jersey","Grey with Yellow",XS,6,990,165,6,990,165,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119354384,SP75-M,"M Dragö Wool Jersey","Wood Green / Forest Green",S,2,870,435,2,870,435,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119342633,SP75-W,"W Dragö Wool Jersey","Rubin",XS,5,1520,304,5,1520,304,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119350843,SP75-W,"W Dragö Wool Jersey","Rust Orange",XS,7,2800,400,7,2800,400,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119350850,SP75-W,"W Dragö Wool Jersey","Rust Orange",S,1,400,400,1,400,400,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119329955,SP78-M,"M Roslagen Stretch Pant","Shadow Green",S,5,1450,290,5,1450,290,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119329986,SP78-M,"M Roslagen Stretch Pant","Shadow Green",XL,10,2900,290,10,2900,290,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356807,SP800,"Varg Beach Towel","Off White",One size,1,155,155,1,155,155,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119328590,SP81-M,"M Rådmansö Function Shorts","Midnight Blue",S,4,880,220,4,880,220,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327999,SP81-W,"W Rådmansö Function Shorts","Midnight Blue",XS,7,1540,220,7,1540,220,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119328002,SP81-W,"W Rådmansö Function Shorts","Midnight Blue",S,8,1760,220,8,1760,220,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327449,SP83-W,"W Fårö Wool Tee","Off White",XS,3,1095,365,3,1095,365,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343753,SP84-W,"W Skrea Long Sleeve Tee","Black Granite",S,2,214,107,2,214,107,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119350997,SP85-W,"W Sandhamn Hoody","Dark Grey Melange",XS,6,1230,205,6,1230,205,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119351000,SP85-W,"W Sandhamn Hoody","Dark Grey Melange",S,6,1230,205,6,1230,205,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327647,SP85-W,"W Sandhamn Hoody","Light Grey",XS,2,380,190,2,380,190,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119327654,SP85-W,"W Sandhamn Hoody","Light Grey",S,1,190,190,1,190,190,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119351284,SP96-W,"W Vaxholm Shorts","Maron",XS,2,548,274,2,548,274,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119341667,SP96-W,"W Vaxholm Shorts","Spring Green",XS,5,1190,238,5,1190,238,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119378588,VA0231,"M Tofta Swim Shorts","Sea Green",S,6,600,100,6,600,100,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119378625,VA0231,"M Tofta Swim Shorts","Sea Green",XXL,2,200,100,2,200,100,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119370346,VX0221,"U Kåsa Cap","Dark Navy",One size,77,8023.4,104.2,77,8023.4,104.2,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119378052,VX0230,"U Fotö Tube Socks 2-pack","White",35-38,24,1362.24,56.76,24,1362.24,56.76,delivery,0,0,0,"Minimal avvikelse"
7340119378083,VX0230,"U Fotö Tube Socks 2-pack","White",39-41,60,3405.6,56.76,60,3405.6,56.76,delivery,0,0,0,"Minimal avvikelse"
7340119378090,VX0230,"U Fotö Tube Socks 2-pack","White",42-44,14,794.64,56.76,14,794.64,56.76,delivery,0,0,0,"Minimal avvikelse"
7340119325476,AW107-W,"W Abisko Wool Pant","Cobble Stone Grey",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119325483,AW107-W,"W Abisko Wool Pant","Cobble Stone Grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119325490,AW107-W,"W Abisko Wool Pant","Cobble Stone Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119325506,AW107-W,"W Abisko Wool Pant","Cobble Stone Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119325513,AW107-W,"W Abisko Wool Pant","Cobble Stone Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355473,AW107-W,"W Abisko Wool Pant","Stone Grey",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355480,AW107-W,"W Abisko Wool Pant","Stone Grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355497,AW107-W,"W Abisko Wool Pant","Stone Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355503,AW107-W,"W Abisko Wool Pant","Stone Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355510,AW107-W,"W Abisko Wool Pant","Stone Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361306,AW425-W,"W Fårö Wool Pant","Off White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355534,AW415-W,"W Mora Hybrid Pant","Dark Olive Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355541,AW415-W,"W Mora Hybrid Pant","Dark Olive Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355558,AW415-W,"W Mora Hybrid Pant","Dark Olive Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355565,AW415-W,"W Mora Hybrid Pant","Dark Olive Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341254,SP78-W,"W Roslagen Stretch Pant","Midnight Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341261,SP78-W,"W Roslagen Stretch Pant","Midnight Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341278,SP78-W,"W Roslagen Stretch Pant","Midnight Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341285,SP78-W,"W Roslagen Stretch Pant","Midnight Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119341292,SP78-W,"W Roslagen Stretch Pant","Midnight Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360934,AW429-W,"W Senja Insulation Pants","Balsam Green",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360941,AW429-W,"W Senja Insulation Pants","Balsam Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360958,AW429-W,"W Senja Insulation Pants","Balsam Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360965,AW429-W,"W Senja Insulation Pants","Balsam Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360972,AW429-W,"W Senja Insulation Pants","Balsam Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360880,AW429-W,"W Senja Insulation Pants","Coffee Brown",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357583,SP454-W,"W Tromsö Active Cargo Pant","Caviar Black",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357590,SP454-W,"W Tromsö Active Cargo Pant","Caviar Black",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357606,SP454-W,"W Tromsö Active Cargo Pant","Caviar Black",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357613,SP454-W,"W Tromsö Active Cargo Pant","Caviar Black",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357620,SP454-W,"W Tromsö Active Cargo Pant","Caviar Black",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119363188,SP454-W,"W Tromsö Active Cargo Pant","Chocolate Brown",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119363195,SP454-W,"W Tromsö Active Cargo Pant","Chocolate Brown",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119363201,SP454-W,"W Tromsö Active Cargo Pant","Chocolate Brown",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357637,SP454-W,"W Tromsö Active Cargo Pant","Covert Green",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357644,SP454-W,"W Tromsö Active Cargo Pant","Covert Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357651,SP454-W,"W Tromsö Active Cargo Pant","Covert Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119357675,SP454-W,"W Tromsö Active Cargo Pant","Covert Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384008,SP454-W,"W Tromsö Active Cargo Pant","Lava Black",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384015,SP454-W,"W Tromsö Active Cargo Pant","Lava Black",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384022,SP454-W,"W Tromsö Active Cargo Pant","Lava Black",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384039,SP454-W,"W Tromsö Active Cargo Pant","Lava Black",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384046,SP454-W,"W Tromsö Active Cargo Pant","Lava Black",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384053,SP454-W,"W Tromsö Active Cargo Pant","Lava Black",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383919,SP454-W,"W Tromsö Active Cargo Pant","Oyester White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383926,SP454-W,"W Tromsö Active Cargo Pant","Oyester White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383933,SP454-W,"W Tromsö Active Cargo Pant","Oyester White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383940,SP454-W,"W Tromsö Active Cargo Pant","Oyester White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383957,SP454-W,"W Tromsö Active Cargo Pant","Oyester White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383964,SP454-W,"W Tromsö Active Cargo Pant","Oyester White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382288,SP996-W,"W Visby Pant","Mermaid Green",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382295,SP996-W,"W Visby Pant","Mermaid Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382301,SP996-W,"W Visby Pant","Mermaid Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382318,SP996-W,"W Visby Pant","Mermaid Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382325,SP996-W,"W Visby Pant","Mermaid Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119353868,SP50-W,"W Österlen Outdoor Tights","Stone Khaki",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119353875,SP50-W,"W Österlen Outdoor Tights","Stone Khaki",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119353882,SP50-W,"W Österlen Outdoor Tights","Stone Khaki",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119353899,SP50-W,"W Österlen Outdoor Tights","Stone Khaki",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119353905,SP50-W,"W Österlen Outdoor Tights","Stone Khaki",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393581,VA0308,"J Baby Varg Shelter","Dark Anthracite",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119389195,VA0308,"J Baby Varg Shelter","Forest Green",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119370322,SPN909-J,"J Lomma Junior Towel Poncho","Kelp Green",7-12,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119370339,SPN909-J,"J Lomma Junior Towel Poncho","Seashell Pink",7-12,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119356944,SP1001-W,"W Ängsö T-Shirt","Ocean Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361887,AW103-M,"M Blanktjärn Merino Wool Jersey","Dark Grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361894,AW103-M,"M Blanktjärn Merino Wool Jersey","Dark Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361900,AW103-M,"M Blanktjärn Merino Wool Jersey","Dark Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361917,AW103-M,"M Blanktjärn Merino Wool Jersey","Dark Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343234,AW103-M,"M Blanktjärn Merino Wool Jersey","Espresso black",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343241,AW103-M,"M Blanktjärn Merino Wool Jersey","Espresso black",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343258,AW103-M,"M Blanktjärn Merino Wool Jersey","Espresso black",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361924,AW102-M,"M Blanktjärn Merino Wool Pant","Dark Grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361931,AW102-M,"M Blanktjärn Merino Wool Pant","Dark Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361948,AW102-M,"M Blanktjärn Merino Wool Pant","Dark Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361955,AW102-M,"M Blanktjärn Merino Wool Pant","Dark Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343272,AW102-M,"M Blanktjärn Merino Wool Pant","Espresso black",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396681,VA0280,"M Fjällnäs Baselayer Pant","Anthracite Grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396698,VA0280,"M Fjällnäs Baselayer Pant","Anthracite Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396704,VA0280,"M Fjällnäs Baselayer Pant","Anthracite Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396711,VA0280,"M Fjällnäs Baselayer Pant","Anthracite Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396728,VA0280,"M Fjällnäs Baselayer Pant","Anthracite Grey",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396445,VA0279,"M Fjällnäs Baselayer Top","Anthracite Grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396452,VA0279,"M Fjällnäs Baselayer Top","Anthracite Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396469,VA0279,"M Fjällnäs Baselayer Top","Anthracite Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396476,VA0279,"M Fjällnäs Baselayer Top","Anthracite Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396483,VA0279,"M Fjällnäs Baselayer Top","Anthracite Grey",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396926,VA0290,"M Koltjärn Baselayer Pant","Java Brown",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396933,VA0290,"M Koltjärn Baselayer Pant","Java Brown",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396940,VA0290,"M Koltjärn Baselayer Pant","Java Brown",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396957,VA0290,"M Koltjärn Baselayer Pant","Java Brown",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396964,VA0290,"M Koltjärn Baselayer Pant","Java Brown",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119386828,VA0290,"M Koltjärn Baselayer Pant","Thyme Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560000542,VA0289,"M Koltjärn Baselayer Top","Java Brown",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560000559,VA0289,"M Koltjärn Baselayer Top","Java Brown",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560000566,VA0289,"M Koltjärn Baselayer Top","Java Brown",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560000573,VA0289,"M Koltjärn Baselayer Top","Java Brown",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560000580,VA0289,"M Koltjärn Baselayer Top","Java Brown",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119386927,VA0289,"M Koltjärn Baselayer Top","Thyme Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362020,AW6-M,"M Åstol Baselayer Full Zip","Dark Grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362037,AW6-M,"M Åstol Baselayer Full Zip","Dark Grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362044,AW6-M,"M Åstol Baselayer Full Zip","Dark Grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
