Brand,SKU,Collection,Product,Variant,Variant SKU,COG,Size,Size SKU,EAN,UPC,Quantity,Cost price,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Navy Blue/Bluebell,-NB/BB,0.00,XS,-2,7340119360101,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Navy Blue/Bluebell,-NB/BB,0.00,S,-3,7340119360118,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Navy Blue/Bluebell,-NB/BB,0.00,M,-4,7340119360125,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Navy Blue/Bluebell,-NB/BB,730.00,L,-5,7340119360132,,1,730,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Navy Blue/Bluebell,-NB/BB,0.00,XL,-6,7340119360149,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Sand/Retro Orange,-S/RO,0.00,XS,-2,7340119360156,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Sand/Retro Orange,-S/RO,0.00,S,-3,7340119360163,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Sand/Retro Orange,-S/RO,0.00,M,-4,7340119360170,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Sand/Retro Orange,-S/RO,0.00,L,-5,7340119360187,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Sand/Retro Orange,-S/RO,0.00,XL,-6,7340119360194,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Shadow green/earth pink,-SHA-EP,0.00,XS,,7340119343555,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Shadow green/earth pink,-SHA-EP,0.00,S,,7340119343562,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Shadow green/earth pink,-SHA-EP,0.00,M,,7340119343579,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Shadow green/earth pink,-SHA-EP,0.00,L,,7340119343586,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Shadow green/earth pink,-SHA-EP,0.00,XL,,7340119343593,,0,#DIV/0!,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Urban Green,-UG,2190.00,XS,-2,7340119362945,,3,730,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Urban Green,-UG,2920.00,S,-3,7340119362952,,4,730,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Urban Green,-UG,2920.00,M,-4,7340119362969,,4,730,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Urban Green,-UG,2190.00,L,-5,7340119362976,,3,730,
VARG,SP191-W,SS23,W Grötö Spring Jacket,Urban Green,-UG,0.00,XL,-6,7340119362983,,0,#DIV/0!,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Black Granite,-BG,0.00,XS,-2,7340119344217,,0,#DIV/0!,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Black Granite,-BG,0.00,S,-3,7340119344224,,0,#DIV/0!,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Black Granite,-BG,0.00,M,-4,7340119344231,,0,#DIV/0!,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Black Granite,-BG,2260.00,L,-5,7340119344248,,2,1130,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Black Granite,-BG,0.00,XL,-6,7340119344255,,0,#DIV/0!,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Dark Olive Green,-DKOG,7910.00,XS,-2,7340119344262,,7,1130,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Dark Olive Green,-DKOG,19210.00,S,-3,7340119344279,,17,1130,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Dark Olive Green,-DKOG,23730.00,M,-4,7340119344286,,21,1130,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Dark Olive Green,-DKOG,28250.00,L,-5,7340119344293,,25,1130,
VARG,AW403-W,AW22,W Jämtland Arctic Down Jacket,Dark Olive Green,-DKOG,9040.00,XL,-6,7340119344309,,8,1130,
VARG,AW127-W,AW22,W Kalix Winter Parka,Arctic Blue,007,2800.00,XS,02,7340119384879,,4,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Arctic Blue,007,25200.00,S,03,7340119384886,,36,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Arctic Blue,007,32200.00,M,04,7340119384893,,46,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Arctic Blue,007,25200.00,L,05,7340119384909,,36,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Arctic Blue,007,12600.00,XL,06,7340119384916,,18,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Arctic Blue,007,700.00,XXL,07,7340119384923,,1,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Blue Ashes,-BA,800.00,XS,-2,7340119370421,,1,800,
VARG,AW127-W,AW22,W Kalix Winter Parka,Blue Ashes,-BA,0.00,S,-3,7340119370438,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Blue Ashes,-BA,0.00,M,-4,7340119370445,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Blue Ashes,-BA,0.00,L,-5,7340119370452,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Blue Ashes,-BA,0.00,XL,-6,7340119370469,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Blue Ashes,-BA,0.00,XXL,-7,7340119370476,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Carbon Black,-CB,3500.00,XS,-2,7340119370360,,5,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Carbon Black,-CB,18800.00,S,-3,7340119370377,,26,723.0769231,
VARG,AW127-W,AW22,W Kalix Winter Parka,Carbon Black,-CB,16100.00,M,-4,7340119370384,,22,731.8181818,
VARG,AW127-W,AW22,W Kalix Winter Parka,Carbon Black,-CB,22200.00,L,-5,7340119370391,,31,716.1290323,
VARG,AW127-W,AW22,W Kalix Winter Parka,Carbon Black,-CB,8500.00,XL,-6,7340119370407,,12,708.3333333,
VARG,AW127-W,AW22,W Kalix Winter Parka,Carbon Black,-CB,2100.00,XXL,-7,7340119370414,,3,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Chocolate Plum,009,0.00,XS,02,7340119398531,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Chocolate Plum,009,0.00,S,03,7340119398548,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Chocolate Plum,009,0.00,M,04,7340119398555,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Chocolate Plum,009,0.00,L,05,7340119398562,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Chocolate Plum,009,0.00,XL,06,7340119398579,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Chocolate Plum,009,0.00,XXL,07,7340119398586,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Dark Emerald Green,008,6300.00,XS,02,7340119389294,,9,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Dark Emerald Green,008,23100.00,S,03,7340119389300,,33,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Dark Emerald Green,008,43400.00,M,04,7340119389317,,62,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Dark Emerald Green,008,26600.00,L,05,7340119389324,,38,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Dark Emerald Green,008,14700.00,XL,06,7340119389331,,21,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,Dark Emerald Green,008,2100.00,XXL,07,7340119389348,,3,700,
VARG,AW127-W,AW22,W Kalix Winter Parka,North Atlantic,-NORTHA,820.00,XS,-2,7340119360569,,1,820,
VARG,AW127-W,AW22,W Kalix Winter Parka,North Atlantic,-NORTHA,0.00,S,-3,7340119360576,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,North Atlantic,-NORTHA,0.00,M,-4,7340119360583,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,North Atlantic,-NORTHA,0.00,L,-5,7340119360590,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,North Atlantic,-NORTHA,0.00,XL,-6,7340119360606,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,North Atlantic,-NORTHA,0.00,XXL,,,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Shadow Green,010,0.00,XS,02,7340119398593,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Shadow Green,010,0.00,S,03,7340119398609,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Shadow Green,010,0.00,M,04,7340119398616,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Shadow Green,010,0.00,L,05,7340119398623,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Shadow Green,010,0.00,XL,06,7340119398630,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Shadow Green,010,0.00,XXL,07,7340119398647,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Winter Sand,-WS,0.00,XS,-2,7340119344163,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Winter Sand,-WS,0.00,S,-3,7340119344170,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Winter Sand,-WS,0.00,M,-4,7340119344187,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Winter Sand,-WS,0.00,L,-5,7340119344194,,0,#DIV/0!,
VARG,AW127-W,AW22,W Kalix Winter Parka,Winter Sand,-WS,0.00,XL,-6,7340119344200,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Blueberry Blue,-BB,0.00,XS,-2,7340119344118,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Blueberry Blue,-BB,0.00,S,-3,7340119344125,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Blueberry Blue,-BB,0.00,M,-4,7340119344132,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Blueberry Blue,-BB,0.00,L,-5,7340119344149,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Blueberry Blue,-BB,0.00,XL,-6,7340119344156,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Carbon Black,-CB,0.00,XS,-2,7340119342336,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Carbon Black,-CB,0.00,S,-3,7340119342343,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Carbon Black,-CB,0.00,M,-4,7340119342350,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Carbon Black,-CB,0.00,L,-5,7340119342367,,0,#DIV/0!,
VARG,AW402-W,AW22,W Kiruna Down Coat,Carbon Black,-CB,0.00,XL,-6,7340119342374,,0,#DIV/0!,
VARG,VA0313,,W Kiruna Down Coat 2.0,Carbon Black,002,8100.00,XS,02,7340119389133,,6,1350,
VARG,VA0313,,W Kiruna Down Coat 2.0,Carbon Black,002,44550.00,S,03,7340119389140,,33,1350,
VARG,VA0313,,W Kiruna Down Coat 2.0,Carbon Black,002,82350.00,M,04,7340119389157,,61,1350,
VARG,VA0313,,W Kiruna Down Coat 2.0,Carbon Black,002,55350.00,L,05,7340119389164,,41,1350,
VARG,VA0313,,W Kiruna Down Coat 2.0,Carbon Black,002,27000.00,XL,06,7340119389171,,20,1350,
VARG,VA0313,,W Kiruna Down Coat 2.0,Carbon Black,002,0.00,XXL,07,7340119390238,,0,#DIV/0!,
VARG,AW519-W,,W Koster Coat,Natural Sand,-NAS,2550.00,XS,-2,7340119370780,,3,850,
VARG,AW519-W,,W Koster Coat,Natural Sand,-NAS,0.00,S,-3,7340119370797,,0,#DIV/0!,
VARG,AW519-W,,W Koster Coat,Natural Sand,-NAS,0.00,M,-4,7340119370803,,0,#DIV/0!,
VARG,AW519-W,,W Koster Coat,Natural Sand,-NAS,0.00,L,-5,7340119370810,,0,#DIV/0!,
VARG,AW519-W,,W Koster Coat,Natural Sand,-NAS,2550.00,XL,-6,7340119370827,,3,850,
VARG,AW519-W,,W Koster Coat,Natural Sand,-NAS,0.00,XXL,07,7340119382745,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Carbon Black,-CB,0.00,XS,-2,7340119370247,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Carbon Black,-CB,0.00,S,-3,7340119370254,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Carbon Black,-CB,0.00,M,-4,7340119370261,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Carbon Black,-CB,0.00,L,-5,7340119370278,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Carbon Black,-CB,0.00,XL,-6,7340119370285,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Carbon Black,-CB,0.00,XXL,-7,7340119370292,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Dark Emerald Green,-DKEM,0.00,XS,-2,7340119383742,,0,#DIV/0!,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Dark Emerald Green,-DKEM,7320.00,S,-3,7340119383759,,6,1220,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Dark Emerald Green,-DKEM,12200.00,M,-4,7340119383766,,10,1220,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Dark Emerald Green,-DKEM,4880.00,L,-5,7340119383773,,4,1220,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Dark Emerald Green,-DKEM,7320.00,XL,-6,7340119383780,,6,1220,
VARG,AW442-W,AW24,W Norrland Waterproof Down Coat,Dark Emerald Green,-DKEM,0.00,XXL,-7,7340119370353,,0,#DIV/0!,
VARG,VA0240,,W Saltön Lightweight Coat,OYSTER AND RUBY,003,0.00,XS,02,7340119392683,,0,#DIV/0!,
VARG,VA0240,,W Saltön Lightweight Coat,OYSTER AND RUBY,003,0.00,S,03,7340119392690,,0,#DIV/0!,
VARG,VA0240,,W Saltön Lightweight Coat,OYSTER AND RUBY,003,0.00,M,04,7340119392706,,0,#DIV/0!,
VARG,VA0240,,W Saltön Lightweight Coat,OYSTER AND RUBY,003,0.00,L,05,7340119392713,,0,#DIV/0!,
VARG,VA0240,,W Saltön Lightweight Coat,OYSTER AND RUBY,003,0.00,XL,06,7340119392720,,0,#DIV/0!,
VARG,VA0240,,W Saltön Lightweight Coat,OYSTER AND RUBY,003,0.00,XXL,07,7340119392737,,0,#DIV/0!,
VARG,VA0240,,W Saltön Lightweight Coat,Silver Sage,001,2260.50,XS,02,7340119381519,,3,753.5,
VARG,VA0240,,W Saltön Lightweight Coat,Silver Sage,001,17330.50,S,03,7340119381526,,23,753.5,
VARG,VA0240,,W Saltön Lightweight Coat,Silver Sage,001,30140.00,M,04,7340119381533,,40,753.5,
VARG,VA0240,,W Saltön Lightweight Coat,Silver Sage,001,27879.50,L,05,7340119381540,,37,753.5,
VARG,VA0240,,W Saltön Lightweight Coat,Silver Sage,001,21098.00,XL,06,7340119381557,,28,753.5,
VARG,VA0240,,W Saltön Lightweight Coat,Silver Sage,001,8288.50,XXL,07,7340119381564,,11,753.5,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Brick Orange/Dusty Rose,-BO-DR,0.00,XS,-2,7340119340684,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Brick Orange/Dusty Rose,-BO-DR,0.00,S,-3,7340119340691,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Brick Orange/Dusty Rose,-BO-DR,0.00,M,-4,7340119340707,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Brick Orange/Dusty Rose,-BO-DR,0.00,L,-5,7340119340714,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Brick Orange/Dusty Rose,-BO-DR,0.00,XL,-6,7340119340721,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Dark Blue/Captains Blue,-DKB-CAP,0.00,XS,-2,7340119340738,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Dark Blue/Captains Blue,-DKB-CAP,0.00,S,-3,7340119340745,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Dark Blue/Captains Blue,-DKB-CAP,0.00,M,-4,7340119340752,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Dark Blue/Captains Blue,-DKB-CAP,0.00,L,-5,7340119340769,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Dark Blue/Captains Blue,-DKB-CAP,0.00,XL,-6,7340119340776,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Jeans blue/Ashley blue,-JB-ASH,0.00,XS,-2,7340119329320,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Jeans blue/Ashley blue,-JB-ASH,0.00,S,-3,7340119329337,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Jeans blue/Ashley blue,-JB-ASH,0.00,M,-4,7340119329344,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Jeans blue/Ashley blue,-JB-ASH,0.00,L,-5,7340119329351,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Jeans blue/Ashley blue,-JB-ASH,0.00,XL,-6,7340119329368,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Navy Blue,-NB,0.00,XS,-2,7340119354018,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Navy Blue,-NB,0.00,S,-3,7340119354025,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Navy Blue,-NB,0.00,M,-4,7340119354032,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Navy Blue,-NB,0.00,L,-5,7340119354049,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Navy Blue,-NB,0.00,XL,-6,7340119354056,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Sand,-S,0.00,XS,,7340119354063,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Sand,-S,0.00,S,,7340119354070,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Sand,-S,0.00,M,,7340119354087,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Sand,-S,0.00,L,,7340119354094,,0,#DIV/0!,
VARG,SP991-W,SS23,W Saltön Long Spring Coat,Sand,-S,0.00,XL,,7340119354100,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Shadow green/earth pink,-SHA-EP,0.00,XS,-2,7340119329375,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Shadow green/earth pink,-SHA-EP,0.00,S,-3,7340119329382,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Shadow green/earth pink,-SHA-EP,0.00,M,-4,7340119329399,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Shadow green/earth pink,-SHA-EP,0.00,L,-5,7340119329405,,0,#DIV/0!,
VARG,SP91-W,SS21,W Saltön Long Spring Coat,Shadow green/earth pink,-SHA-EP,0.00,XL,-6,7340119329412,,0,#DIV/0!,
VARG,AW333-W,AW24,W Stockholm City Parka,City Black,-CIB,820.00,XS,-2,7340119370483,,1,820,
VARG,AW333-W,AW24,W Stockholm City Parka,City Black,-CIB,15580.00,S,-3,7340119370490,,19,820,
VARG,AW333-W,AW24,W Stockholm City Parka,City Black,-CIB,24600.00,M,-4,7340119370506,,30,820,
VARG,AW333-W,AW24,W Stockholm City Parka,City Black,-CIB,11480.00,L,-5,7340119370513,,14,820,
VARG,AW333-W,AW24,W Stockholm City Parka,City Black,-CIB,7380.00,XL,-6,7340119370520,,9,820,
VARG,AW333-W,AW24,W Stockholm City Parka,City Black,-CIB,3280.00,XXL,-7,7340119370537,,4,820,
VARG,AW333-W,AW24,W Stockholm City Parka,Gold,-GO,0.00,XS,-2,7340119370544,,0,#DIV/0!,
VARG,AW333-W,AW24,W Stockholm City Parka,Gold,-GO,0.00,S,-3,7340119370551,,0,#DIV/0!,
VARG,AW333-W,AW24,W Stockholm City Parka,Gold,-GO,0.00,M,-4,7340119370568,,0,#DIV/0!,
VARG,AW333-W,AW24,W Stockholm City Parka,Gold,-GO,0.00,L,-5,7340119370575,,0,#DIV/0!,
VARG,AW333-W,AW24,W Stockholm City Parka,Gold,-GO,0.00,XL,-6,7340119370582,,0,#DIV/0!,
VARG,AW333-W,AW24,W Stockholm City Parka,Gold,-GO,0.00,XXL,-7,7340119370599,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Arctic Blue,002,0.00,XS,02,7340119392980,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Arctic Blue,002,0.00,S,03,7340119392997,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Arctic Blue,002,0.00,M,04,7340119393000,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Arctic Blue,002,0.00,L,05,7340119393017,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Arctic Blue,002,0.00,XL,06,7340119393024,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Arctic Blue,002,0.00,XXL,07,7340119393031,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,London Fog,006,0.00,XS,02,7340119394304,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,London Fog,006,0.00,S,03,7340119394311,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,London Fog,006,0.00,M,04,7340119394328,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,London Fog,006,0.00,L,05,7340119394335,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,London Fog,006,0.00,XL,06,7340119394342,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,London Fog,006,0.00,XXL,07,7340119394359,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Mountain Red,005,0.00,XS,02,7340119394243,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Mountain Red,005,0.00,S,03,7340119394250,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Mountain Red,005,0.00,M,04,7340119394267,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Mountain Red,005,0.00,L,05,7340119394274,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Mountain Red,005,0.00,XL,06,7340119394281,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Mountain Red,005,0.00,XXL,07,7340119394298,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Oyster White,003,0.00,XS,02,7340119393048,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Oyster White,003,0.00,S,03,7340119393055,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Oyster White,003,0.00,M,04,7340119393062,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Oyster White,003,0.00,L,05,7340119393079,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Oyster White,003,0.00,XL,06,7340119393086,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Oyster White,003,0.00,XXL,07,7340119393093,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Ruby Red,004,0.00,XS,02,7340119392928,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Ruby Red,004,0.00,S,03,7340119392935,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Ruby Red,004,0.00,M,04,7340119392942,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Ruby Red,004,0.00,L,05,7340119392959,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Ruby Red,004,0.00,XL,06,7340119392966,,0,#DIV/0!,
VARG,VA0325,,W Tennsjö Jacket,Ruby Red,004,0.00,XXL,07,7340119392973,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Iceland Green Rock,006,0.00,XS,02,7340119395288,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Iceland Green Rock,006,0.00,S,03,7340119395295,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Iceland Green Rock,006,0.00,M,04,7340119395301,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Iceland Green Rock,006,0.00,L,05,7340119395318,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Iceland Green Rock,006,0.00,XL,06,7340119395325,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Iceland Green Rock,006,0.00,XXL,07,7340119395332,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Lava Black,002,2770.00,XS,02,7340119381991,,5,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Lava Black,002,12742.00,S,03,7340119382004,,23,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Lava Black,002,7202.00,M,04,7340119382011,,13,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Lava Black,002,12742.00,L,05,7340119382028,,23,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Lava Black,002,1662.00,XL,06,7340119382035,,3,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Lava Black,002,1108.00,XXL,07,7340119382042,,2,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Oyster White,004,2216.00,XS,02,7340119381939,,4,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Oyster White,004,18836.00,S,03,7340119381946,,34,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Oyster White,004,16066.00,M,04,7340119381953,,29,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Oyster White,004,17174.00,L,05,7340119381960,,31,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Oyster White,004,12742.00,XL,06,7340119381977,,23,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Oyster White,004,1662.00,XXL,07,7340119381984,,3,554,
VARG,VA0236,,W Tjuvkil Spring Jacket,Shadow,005,0.00,XS,02,7340119393109,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Shadow,005,0.00,S,03,7340119393116,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Shadow,005,0.00,M,04,7340119393123,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Shadow,005,0.00,L,05,7340119393130,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Shadow,005,0.00,XL,06,7340119393147,,0,#DIV/0!,
VARG,VA0236,,W Tjuvkil Spring Jacket,Shadow,005,0.00,XXL,07,7340119393154,,0,#DIV/0!,
